# Data6
# zs, mu, muerr
0.371633, 26.3937, 0.0560
0.372597, 26.2552, 0.0721
0.375127, 26.3813, 0.0892
0.379977, 26.4122, 0.0744
0.381130, 26.4475, 0.0679
0.385424, 26.5287, 0.0850
0.392025, 26.3737, 0.0900
0.409076, 26.6848, 0.0798
0.415111, 26.7828, 0.0914
0.418008, 26.6067, 0.0735
0.427055, 26.7231, 0.0765
0.427463, 26.7513, 0.0825
0.433062, 26.8617, 0.0791
0.439181, 26.6674, 0.0882
0.444365, 26.8150, 0.0837
0.445041, 26.8404, 0.0609
0.451543, 26.7662, 0.0773
0.452504, 26.8724, 0.0680
0.454001, 26.8176, 0.0710
0.454396, 26.9474, 0.0662
0.457063, 26.8136, 0.1049
0.460560, 26.7714, 0.0760
0.470555, 26.9611, 0.0821
0.471788, 26.9044, 0.0665
0.474408, 27.0648, 0.0649
0.477357, 26.8532, 0.0947
0.478540, 27.0829, 0.0638
0.480260, 26.9908, 0.0606
0.480967, 27.0323, 0.0996
0.489092, 26.8569, 0.0858
0.492508, 27.2014, 0.0798
0.495064, 27.0679, 0.0815
0.497840, 27.1469, 0.0948
0.500417, 27.1907, 0.0977
0.500619, 27.0311, 0.1007
0.508437, 27.1071, 0.0928
0.515605, 27.0456, 0.0884
0.535397, 27.4607, 0.0865
0.547133, 27.3372, 0.0862
0.547611, 27.4762, 0.0896
0.559497, 27.4011, 0.0829
0.565455, 27.5003, 0.0968
0.572462, 27.4677, 0.0620
0.585285, 27.6123, 0.0713
0.587096, 27.6756, 0.0666
0.587931, 27.5413, 0.0993
0.589424, 27.7255, 0.1005
0.597120, 27.6598, 0.0691
0.603088, 27.7535, 0.0618
0.603629, 27.6599, 0.0794
0.615574, 27.6669, 0.0882
0.620673, 27.7277, 0.0787
0.625367, 27.7164, 0.1027
0.638787, 27.7975, 0.0645
0.639893, 27.6528, 0.0996
0.640756, 27.8570, 0.1014
0.640893, 27.7335, 0.0837
0.641616, 27.8702, 0.0604
0.646274, 27.7795, 0.0796
0.648969, 27.7525, 0.0800
0.651049, 27.8922, 0.0914
0.652539, 27.7935, 0.0825
0.653723, 27.8045, 0.0671
0.659528, 27.8367, 0.0925
0.681734, 27.7967, 0.0997
0.698873, 28.0458, 0.0593
0.699386, 27.8560, 0.0942
0.705278, 28.0206, 0.0746
0.711267, 28.0315, 0.0850
0.711310, 28.0800, 0.0843
0.726441, 28.1649, 0.0734
0.728121, 28.0253, 0.0767
0.731292, 28.0332, 0.0724
0.733219, 28.1128, 0.0618
0.740934, 28.0899, 0.0572
0.743412, 28.1475, 0.0754
0.750498, 28.2988, 0.0853
0.752139, 28.2258, 0.0811
0.754526, 28.1775, 0.0845
0.758624, 28.1706, 0.0863
0.759161, 28.1881, 0.0755
0.760677, 28.2941, 0.0595
0.771651, 28.4676, 0.0983
0.772990, 28.3634, 0.0640
0.780864, 28.1580, 0.0898
0.782808, 28.3569, 0.1005
0.787174, 28.3374, 0.0698
0.795702, 28.4110, 0.0953
0.800230, 28.3048, 0.0723
0.814977, 28.3131, 0.0802
0.817597, 28.4039, 0.0794
0.824385, 28.4707, 0.1018
0.825697, 28.4046, 0.0775
0.836528, 28.4450, 0.1045
0.843006, 28.5776, 0.0978
0.843691, 28.5260, 0.0640
0.873910, 28.6088, 0.1019
0.874051, 28.6075, 0.0862
0.878353, 28.7508, 0.0992
0.885081, 28.5363, 0.0652
0.892477, 28.6054, 0.0735
0.894565, 28.6804, 0.0581
0.899033, 28.7146, 0.0787
0.905797, 28.6368, 0.0848
0.905877, 28.7550, 0.0761
0.906200, 28.8095, 0.0647
0.916660, 28.6304, 0.0876
0.917878, 28.8103, 0.0615
0.923247, 28.9082, 0.0983
0.927645, 28.7349, 0.0900
0.940926, 28.7874, 0.0808
0.951694, 28.9477, 0.0957
0.955327, 28.9634, 0.0988
0.972593, 29.0332, 0.0847
0.978425, 28.9989, 0.0695
0.987750, 29.1444, 0.0779
0.995046, 29.0081, 0.0554
0.999961, 28.9605, 0.0823
