# Data4
# zs, mu, muerr
0.824385, 27.9528, 0.1018
0.825697, 27.8862, 0.0775
0.836528, 27.9225, 0.1045
0.843006, 28.0527, 0.0978
0.843691, 28.0009, 0.0640
0.873910, 28.0727, 0.1019
0.874051, 28.0713, 0.0862
0.878353, 28.2130, 0.0992
0.885081, 27.9961, 0.0652
0.892477, 28.0626, 0.0735
0.894565, 28.1368, 0.0581
0.899033, 28.1695, 0.0787
0.905797, 28.0894, 0.0848
0.905877, 28.2075, 0.0761
0.906200, 28.2619, 0.0647
0.916660, 28.0791, 0.0876
0.917878, 28.2587, 0.0615
0.923247, 28.3547, 0.0983
0.927645, 28.1800, 0.0900
0.940926, 28.2279, 0.0808
0.951694, 28.3846, 0.0957
0.955327, 28.3991, 0.0988
0.972593, 28.4633, 0.0847
0.978425, 28.4271, 0.0695
0.987750, 28.5696, 0.0779
0.995046, 28.4309, 0.0554
0.999961, 28.3817, 0.0823
