# Data1
# zs, mu, muerr
0.508437, 26.8816, 0.0928
0.515605, 26.8189, 0.0884
0.535397, 27.2305, 0.0865
0.547133, 27.1051, 0.0862
0.547611, 27.2441, 0.0896
0.559497, 27.1671, 0.0829
0.565455, 27.2655, 0.0968
0.572462, 27.2318, 0.0620
0.585285, 27.3746, 0.0713
0.587096, 27.4377, 0.0666
0.587931, 27.3033, 0.0993
0.589424, 27.4873, 0.1005
0.597120, 27.4205, 0.0691
0.603088, 27.5135, 0.0618
0.603629, 27.4198, 0.0794
0.615574, 27.4254, 0.0882
0.620673, 27.4855, 0.0787
0.625367, 27.4737, 0.1027
0.638787, 27.5533, 0.0645
0.639893, 27.4085, 0.0996
0.640756, 27.6126, 0.1014
0.640893, 27.4891, 0.0837
0.641616, 27.6257, 0.0604
0.646274, 27.5345, 0.0796
0.648969, 27.5072, 0.0800
0.651049, 27.6468, 0.0914
0.652539, 27.5479, 0.0825
0.653723, 27.5587, 0.0671
0.659528, 27.5904, 0.0925
0.681734, 27.5483, 0.0997
0.698873, 27.7960, 0.0593
0.699386, 27.6062, 0.0942
0.705278, 27.7703, 0.0746
0.711267, 27.7808, 0.0850
0.711310, 27.8293, 0.0843
0.726441, 27.9131, 0.0734
0.728121, 27.7734, 0.0767
0.731292, 27.7810, 0.0724
0.733219, 27.8605, 0.0618
0.740934, 27.8371, 0.0572
0.743412, 27.8946, 0.0754
0.750498, 28.0455, 0.0853
0.752139, 27.9723, 0.0811
0.754526, 27.9239, 0.0845
0.758624, 27.9167, 0.0863
0.759161, 27.9343, 0.0755
0.760677, 28.0401, 0.0595
0.771651, 28.2130, 0.0983
0.772990, 28.1087, 0.0640
0.780864, 27.9030, 0.0898
0.782808, 28.1018, 0.1005
0.787174, 28.0820, 0.0698
0.795702, 28.1553, 0.0953
0.800230, 28.0489, 0.0723
0.814977, 28.0566, 0.0802
0.817597, 28.1473, 0.0794
0.824385, 28.2139, 0.1018
0.825697, 28.1477, 0.0775
0.836528, 28.1878, 0.1045
0.843006, 28.3202, 0.0978
0.843691, 28.2686, 0.0640
0.873910, 28.3506, 0.1019
0.874051, 28.3493, 0.0862
0.878353, 28.4925, 0.0992
0.885081, 28.2779, 0.0652
0.892477, 28.3469, 0.0735
0.894565, 28.4218, 0.0581
0.899033, 28.4559, 0.0787
0.905797, 28.3781, 0.0848
0.905877, 28.4963, 0.0761
0.906200, 28.5508, 0.0647
0.916660, 28.3715, 0.0876
0.917878, 28.5514, 0.0615
0.923247, 28.6493, 0.0983
0.927645, 28.4760, 0.0900
0.940926, 28.5284, 0.0808
0.951694, 28.6886, 0.0957
0.955327, 28.7043, 0.0988
0.972593, 28.7741, 0.0847
0.978425, 28.7398, 0.0695
0.987750, 28.8854, 0.0779
0.995046, 28.7491, 0.0554
0.999961, 28.7015, 0.0823
