# Data0
# zs, mu, muerr
0.587931, 27.3771, 0.0993
0.589424, 27.5612, 0.1005
0.597120, 27.4948, 0.0691
0.603088, 27.5881, 0.0618
0.603629, 27.4944, 0.0794
0.615574, 27.5006, 0.0882
0.620673, 27.5610, 0.0787
0.625367, 27.5493, 0.1027
0.638787, 27.6296, 0.0645
0.639893, 27.4848, 0.0996
0.640756, 27.6890, 0.1014
0.640893, 27.5654, 0.0837
0.641616, 27.7021, 0.0604
0.646274, 27.6111, 0.0796
0.648969, 27.5839, 0.0800
0.651049, 27.7235, 0.0914
0.652539, 27.6247, 0.0825
0.653723, 27.6356, 0.0671
0.659528, 27.6675, 0.0925
0.681734, 27.6263, 0.0997
0.698873, 27.8745, 0.0593
0.699386, 27.6847, 0.0942
0.705278, 27.8490, 0.0746
0.711267, 27.8597, 0.0850
0.711310, 27.9082, 0.0843
0.726441, 27.9924, 0.0734
0.728121, 27.8528, 0.0767
0.731292, 27.8605, 0.0724
0.733219, 27.9401, 0.0618
0.740934, 27.9169, 0.0572
0.743412, 27.9744, 0.0754
0.750498, 28.1255, 0.0853
0.752139, 28.0524, 0.0811
0.754526, 28.0040, 0.0845
0.758624, 27.9970, 0.0863
0.759161, 28.0145, 0.0755
0.760677, 28.1204, 0.0595
0.771651, 28.2935, 0.0983
0.772990, 28.1893, 0.0640
0.780864, 27.9837, 0.0898
0.782808, 28.1826, 0.1005
0.787174, 28.1629, 0.0698
0.795702, 28.2363, 0.0953
0.800230, 28.1300, 0.0723
0.814977, 28.1380, 0.0802
0.817597, 28.2287, 0.0794
0.824385, 28.2954, 0.1018
0.825697, 28.2293, 0.0775
0.836528, 28.2695, 0.1045
0.843006, 28.4020, 0.0978
0.843691, 28.3503, 0.0640
0.873910, 28.4328, 0.1019
0.874051, 28.4315, 0.0862
0.878353, 28.5747, 0.0992
0.885081, 28.3601, 0.0652
0.892477, 28.4292, 0.0735
0.894565, 28.5041, 0.0581
0.899033, 28.5383, 0.0787
0.905797, 28.4605, 0.0848
0.905877, 28.5787, 0.0761
0.906200, 28.6332, 0.0647
0.916660, 28.4539, 0.0876
0.917878, 28.6339, 0.0615
0.923247, 28.7318, 0.0983
0.927645, 28.5585, 0.0900
0.940926, 28.6109, 0.0808
0.951694, 28.7712, 0.0957
0.955327, 28.7869, 0.0988
0.972593, 28.8567, 0.0847
0.978425, 28.8224, 0.0695
0.987750, 28.9679, 0.0779
0.995046, 28.8316, 0.0554
0.999961, 28.7840, 0.0823
